0.036758,4048281,200
0.056898,9587370,200
0.028685,3077075,200
0.022228,4048281,200
0.011221,9587370,200
0.138825,3077075,200
0.010675,4048281,200
0.013881,9587370,200
0.009313,3077075,200
0.011093,4048281,200
0.013202,9587370,200
0.013142,3077075,200
0.009655,4048281,200
0.012194,9587370,200
0.010224,3077075,200
0.009836,4048281,200
0.016495,9587370,200
0.009561,3077075,200
0.125911,4048281,200
0.013358,9587370,200
0.282282,3077075,200
0.014906,4048281,200
0.013590,9587370,200
0.009682,3077075,200
0.011406,4048281,200
0.012970,9587370,200
0.009765,3077075,200
0.010259,4048281,200
0.309604,9587370,200
0.010569,3077075,200
0.013204,4048281,200
0.014330,9587370,200
0.011824,3077075,200
0.014168,4048281,200
0.011951,9587370,200
0.012087,3077075,200
0.010211,4048281,200
0.014766,9587370,200
0.009963,3077075,200
0.008704,4048281,200
0.012168,9587370,200
0.009002,3077075,200
0.011838,4048281,200
1.153606,9587370,200
0.011377,3077075,200
0.013006,4048281,200
0.012225,9587370,200
0.011626,3077075,200
0.016460,4048281,200
0.013605,9587370,200
0.012128,3077075,200
0.022025,4048281,200
0.014396,9587370,200
0.010408,3077075,200
0.010783,4048281,200
0.013581,9587370,200
0.010296,3077075,200
0.011328,4048281,200
0.013764,9587370,200
0.009881,3077075,200
0.010929,4048281,200
0.024863,9587370,200
0.009724,3077075,200
0.010532,4048281,200
0.013378,9587370,200
0.023361,3077075,200
0.010790,4048281,200
0.012416,9587370,200
0.010603,3077075,200
0.011526,4048281,200
0.014085,9587370,200
0.011224,3077075,200
0.010434,4048281,200
0.107494,9587370,200
0.136189,3077075,200
0.010444,4048281,200
0.095685,9587370,200
0.011157,3077075,200
0.011493,4048281,200
0.011912,9587370,200
0.009993,3077075,200
0.010123,4048281,200
0.015727,9587370,200
0.009209,3077075,200
0.010136,4048281,200
0.012072,9587370,200
0.010919,3077075,200
0.011502,4048281,200
0.012325,9587370,200
0.010497,3077075,200
0.009914,4048281,200
0.010614,9587370,200
0.011344,3077075,200
0.011297,4048281,200
0.011727,9587370,200
0.010462,3077075,200
0.010324,4048281,200
0.014443,9587370,200
0.010310,3077075,200
0.010140,4048281,200
